region,date,median_R_mean,median_R_highHPD,median_R_lowHPD
grR Lake Geneva Region,2020-07-24,1.11,1.27,0.96
grR Lake Geneva Region,2020-07-25,1.06,1.22,0.92
grR Lake Geneva Region,2020-07-26,1.03,1.18,0.89
grR Lake Geneva Region,2020-07-27,1,1.14,0.87
grR Lake Geneva Region,2020-07-28,0.98,1.12,0.85
grR Lake Geneva Region,2020-07-29,0.97,1.11,0.84
grR Lake Geneva Region,2020-07-30,0.97,1.11,0.84
grR Lake Geneva Region,2020-07-31,0.98,1.12,0.85
grR Lake Geneva Region,2020-08-01,0.99,1.13,0.86
grR Lake Geneva Region,2020-08-02,1,1.15,0.87
grR Lake Geneva Region,2020-08-03,1.01,1.16,0.88
grR Lake Geneva Region,2020-08-04,1.02,1.17,0.88
grR Lake Geneva Region,2020-08-05,1.03,1.18,0.89
grR Lake Geneva Region,2020-08-06,1.04,1.19,0.91
grR Lake Geneva Region,2020-08-07,1.06,1.21,0.93
grR Lake Geneva Region,2020-08-08,1.09,1.24,0.95
grR Lake Geneva Region,2020-08-09,1.12,1.27,0.98
grR Lake Geneva Region,2020-08-10,1.14,1.29,1
grR Lake Geneva Region,2020-08-11,1.15,1.3,1.02
grR Lake Geneva Region,2020-08-12,1.17,1.31,1.03
grR Lake Geneva Region,2020-08-13,1.17,1.32,1.04
grR Lake Geneva Region,2020-08-14,1.19,1.34,1.06
grR Lake Geneva Region,2020-08-15,1.21,1.35,1.08
grR Lake Geneva Region,2020-08-16,1.23,1.37,1.09
grR Lake Geneva Region,2020-08-17,1.24,1.38,1.1
grR Lake Geneva Region,2020-08-18,1.23,1.37,1.1
grR Lake Geneva Region,2020-08-19,1.22,1.36,1.1
grR Lake Geneva Region,2020-08-20,1.21,1.34,1.09
grR Lake Geneva Region,2020-08-21,1.21,1.33,1.09
grR Lake Geneva Region,2020-08-22,1.21,1.34,1.09
grR Lake Geneva Region,2020-08-23,1.22,1.34,1.11
grR Lake Geneva Region,2020-08-24,1.23,1.35,1.11
grR Lake Geneva Region,2020-08-25,1.23,1.35,1.12
grR Lake Geneva Region,2020-08-26,1.22,1.34,1.11
grR Lake Geneva Region,2020-08-27,1.22,1.33,1.11
grR Lake Geneva Region,2020-08-28,1.22,1.33,1.12
grR Lake Geneva Region,2020-08-29,1.23,1.34,1.13
grR Lake Geneva Region,2020-08-30,1.23,1.34,1.13
grR Lake Geneva Region,2020-08-31,1.22,1.32,1.12
grR Lake Geneva Region,2020-09-01,1.2,1.29,1.1
grR Lake Geneva Region,2020-09-02,1.17,1.26,1.07
grR Lake Geneva Region,2020-09-03,1.13,1.23,1.04
grR Lake Geneva Region,2020-09-04,1.11,1.19,1.02
grR Lake Geneva Region,2020-09-05,1.08,1.17,1
grR Lake Geneva Region,2020-09-06,1.06,1.15,0.98
grR Lake Geneva Region,2020-09-07,1.04,1.12,0.96
grR Lake Geneva Region,2020-09-08,1.01,1.09,0.93
grR Lake Geneva Region,2020-09-09,0.98,1.06,0.9
grR Lake Geneva Region,2020-09-10,0.95,1.02,0.87
grR Lake Geneva Region,2020-09-11,0.92,1,0.84
grR Lake Geneva Region,2020-09-12,0.89,0.97,0.82
grR Lake Geneva Region,2020-09-13,0.87,0.95,0.8
grR Lake Geneva Region,2020-09-14,0.85,0.93,0.78
grR Lake Geneva Region,2020-09-15,0.83,0.91,0.76
grR Lake Geneva Region,2020-09-16,0.82,0.89,0.74
grR Lake Geneva Region,2020-09-17,0.81,0.89,0.74
grR Lake Geneva Region,2020-09-18,0.83,0.91,0.75
grR Lake Geneva Region,2020-09-19,0.86,0.94,0.78
grR Lake Geneva Region,2020-09-20,0.91,1,0.83
grR Lake Geneva Region,2020-09-21,0.97,1.06,0.88
grR Lake Geneva Region,2020-09-22,1.04,1.14,0.95
grR Lake Geneva Region,2020-09-23,1.12,1.22,1.02
grR Lake Geneva Region,2020-09-24,1.21,1.31,1.11
grR Lake Geneva Region,2020-09-25,1.32,1.43,1.21
grR Lake Geneva Region,2020-09-26,1.43,1.54,1.33
grR Lake Geneva Region,2020-09-27,1.54,1.65,1.44
grR Lake Geneva Region,2020-09-28,1.63,1.74,1.53
grR Lake Geneva Region,2020-09-29,1.69,1.8,1.59
grR Lake Geneva Region,2020-09-30,1.74,1.84,1.64
grR Lake Geneva Region,2020-10-01,1.76,1.86,1.67
grR Lake Geneva Region,2020-10-02,1.78,1.87,1.69
grR Lake Geneva Region,2020-10-03,1.78,1.87,1.7
grR Lake Geneva Region,2020-10-04,1.77,1.86,1.69
grR Lake Geneva Region,2020-10-05,1.75,1.83,1.68
grR Lake Geneva Region,2020-10-06,1.72,1.79,1.65
grR Lake Geneva Region,2020-10-07,1.7,1.76,1.63
grR Lake Geneva Region,2020-10-08,1.7,1.76,1.64
grR Lake Geneva Region,2020-10-09,1.72,1.77,1.66
grR Lake Geneva Region,2020-10-10,1.73,1.79,1.68
grR Lake Geneva Region,2020-10-11,1.72,1.78,1.67
grR Lake Geneva Region,2020-10-12,1.69,1.74,1.64
grR Lake Geneva Region,2020-10-13,1.63,1.67,1.58
grR Lake Geneva Region,2020-10-14,1.56,1.6,1.52
grR Lake Geneva Region,2020-10-15,1.51,1.55,1.47
grR Lake Geneva Region,2020-10-16,1.47,1.51,1.44
grR Lake Geneva Region,2020-10-17,1.44,1.48,1.41
grR Lake Geneva Region,2020-10-18,1.4,1.43,1.37
grR Lake Geneva Region,2020-10-19,1.35,1.38,1.32
grR Lake Geneva Region,2020-10-20,1.29,1.32,1.27
grR Lake Geneva Region,2020-10-21,1.24,1.26,1.21
grR Lake Geneva Region,2020-10-22,1.19,1.21,1.16
grR Lake Geneva Region,2020-10-23,1.15,1.18,1.13
grR Lake Geneva Region,2020-10-24,1.12,1.14,1.1
grR Lake Geneva Region,2020-10-25,1.08,1.11,1.06
grR Lake Geneva Region,2020-10-26,1.04,1.06,1.02
grR Lake Geneva Region,2020-10-27,0.99,1.02,0.97
grR Lake Geneva Region,2020-10-28,0.96,0.98,0.94
grR Lake Geneva Region,2020-10-29,0.95,0.97,0.93
grR Lake Geneva Region,2020-10-30,0.96,0.98,0.94
grR Lake Geneva Region,2020-10-31,0.98,1,0.96
grR Lake Geneva Region,2020-11-01,0.98,1,0.96
grR Lake Geneva Region,2020-11-02,0.95,0.98,0.93
grR Lake Geneva Region,2020-11-03,0.9,0.92,0.88
grR Lake Geneva Region,2020-11-04,0.84,0.86,0.82
grR Lake Geneva Region,2020-11-05,0.77,0.79,0.75
grR Lake Geneva Region,2020-11-06,0.71,0.73,0.69
grR Lake Geneva Region,2020-11-07,0.67,0.69,0.65
grR Lake Geneva Region,2020-11-08,0.65,0.67,0.63
grR Lake Geneva Region,2020-11-09,0.63,0.65,0.61
grR Lake Geneva Region,2020-11-10,0.62,0.64,0.6
grR Lake Geneva Region,2020-11-11,0.61,0.63,0.59
grR Lake Geneva Region,2020-11-12,0.61,0.63,0.59
grR Lake Geneva Region,2020-11-13,0.62,0.64,0.59
grR Lake Geneva Region,2020-11-14,0.64,0.66,0.61
grR Lake Geneva Region,2020-11-15,0.66,0.69,0.64
grR Lake Geneva Region,2020-11-16,0.69,0.72,0.67
grR Lake Geneva Region,2020-11-17,0.72,0.75,0.69
grR Lake Geneva Region,2020-11-18,0.74,0.77,0.7
grR Lake Geneva Region,2020-11-19,0.75,0.78,0.72
grR Lake Geneva Region,2020-11-20,0.77,0.8,0.73
grR Lake Geneva Region,2020-11-21,0.79,0.83,0.75
grR Lake Geneva Region,2020-11-22,0.82,0.86,0.78
grR Lake Geneva Region,2020-11-23,0.85,0.89,0.81
grR Lake Geneva Region,2020-11-24,0.87,0.91,0.83
grR Lake Geneva Region,2020-11-25,0.89,0.93,0.85
grR Lake Geneva Region,2020-11-26,0.91,0.95,0.86
grR Lake Geneva Region,2020-11-27,0.93,0.98,0.89
grR Lake Geneva Region,2020-11-28,0.96,1.01,0.92
grR Lake Geneva Region,2020-11-29,0.99,1.03,0.94
grR Lake Geneva Region,2020-11-30,0.99,1.04,0.95
grR Lake Geneva Region,2020-12-01,0.98,1.03,0.94
grR Lake Geneva Region,2020-12-02,0.97,1.01,0.92
grR Lake Geneva Region,2020-12-03,0.95,0.99,0.9
grR Lake Geneva Region,2020-12-04,0.93,0.98,0.89
grR Lake Geneva Region,2020-12-05,0.93,0.98,0.88
grR Lake Geneva Region,2020-12-06,0.93,0.98,0.89
grR Lake Geneva Region,2020-12-07,0.94,0.98,0.89
grR Lake Geneva Region,2020-12-08,0.94,0.99,0.89
grR Lake Geneva Region,2020-12-09,0.95,0.99,0.9
grR Lake Geneva Region,2020-12-10,0.95,1,0.9
grR Lake Geneva Region,2020-12-11,0.95,1,0.91
grR Northwestern Switzerland,2020-02-20,1.83,3.33,0.77
grR Northwestern Switzerland,2020-02-21,1.92,3.45,0.97
grR Northwestern Switzerland,2020-02-22,2.68,4.25,1.48
grR Northwestern Switzerland,2020-02-23,3.07,4.62,1.79
grR Northwestern Switzerland,2020-02-24,3.11,4.51,1.97
grR Northwestern Switzerland,2020-02-25,3.15,4.41,2.09
grR Northwestern Switzerland,2020-02-26,2.97,4.04,2.06
grR Northwestern Switzerland,2020-02-27,2.84,3.72,2.07
grR Northwestern Switzerland,2020-02-28,2.68,3.47,2.03
grR Northwestern Switzerland,2020-02-29,2.55,3.21,1.98
grR Northwestern Switzerland,2020-03-01,2.41,2.97,1.9
grR Northwestern Switzerland,2020-03-02,2.26,2.74,1.83
grR Northwestern Switzerland,2020-03-03,2.14,2.58,1.76
grR Northwestern Switzerland,2020-03-04,2.06,2.44,1.71
grR Northwestern Switzerland,2020-03-05,1.99,2.33,1.68
grR Northwestern Switzerland,2020-03-06,1.94,2.26,1.66
grR Northwestern Switzerland,2020-03-07,1.91,2.19,1.65
grR Northwestern Switzerland,2020-03-08,1.86,2.12,1.62
grR Northwestern Switzerland,2020-03-09,1.79,2.03,1.57
grR Northwestern Switzerland,2020-03-10,1.71,1.93,1.51
grR Northwestern Switzerland,2020-03-11,1.63,1.83,1.45
grR Northwestern Switzerland,2020-03-12,1.55,1.73,1.38
grR Northwestern Switzerland,2020-03-13,1.48,1.64,1.32
grR Northwestern Switzerland,2020-03-14,1.41,1.56,1.26
grR Northwestern Switzerland,2020-03-15,1.33,1.47,1.2
grR Northwestern Switzerland,2020-03-16,1.26,1.39,1.13
grR Northwestern Switzerland,2020-03-17,1.19,1.32,1.08
grR Northwestern Switzerland,2020-03-18,1.13,1.25,1.01
grR Northwestern Switzerland,2020-03-19,1.06,1.17,0.95
grR Northwestern Switzerland,2020-03-20,1,1.11,0.9
grR Northwestern Switzerland,2020-03-21,0.94,1.04,0.84
grR Northwestern Switzerland,2020-03-22,0.88,0.99,0.79
grR Northwestern Switzerland,2020-03-23,0.83,0.93,0.74
grR Northwestern Switzerland,2020-03-24,0.78,0.88,0.69
grR Northwestern Switzerland,2020-03-25,0.74,0.83,0.65
grR Northwestern Switzerland,2020-03-26,0.7,0.8,0.61
grR Northwestern Switzerland,2020-03-27,0.68,0.78,0.59
grR Northwestern Switzerland,2020-03-28,0.67,0.77,0.58
grR Northwestern Switzerland,2020-03-29,0.66,0.76,0.56
grR Northwestern Switzerland,2020-03-30,0.65,0.76,0.55
grR Northwestern Switzerland,2020-03-31,0.64,0.75,0.54
grR Northwestern Switzerland,2020-04-01,0.64,0.75,0.53
grR Northwestern Switzerland,2020-04-02,0.63,0.75,0.52
grR Northwestern Switzerland,2020-04-03,0.63,0.76,0.52
grR Northwestern Switzerland,2020-04-04,0.65,0.78,0.53
grR Northwestern Switzerland,2020-04-05,0.66,0.8,0.53
grR Northwestern Switzerland,2020-04-06,0.67,0.82,0.53
grR Northwestern Switzerland,2020-04-07,0.67,0.82,0.53
grR Northwestern Switzerland,2020-04-08,0.67,0.83,0.52
grR Northwestern Switzerland,2020-04-09,0.67,0.84,0.52
grR Northwestern Switzerland,2020-04-10,0.68,0.85,0.52
grR Northwestern Switzerland,2020-04-11,0.69,0.88,0.53
grR Northwestern Switzerland,2020-04-12,0.71,0.9,0.53
grR Northwestern Switzerland,2020-04-13,0.71,0.92,0.54
grR Northwestern Switzerland,2020-04-14,0.71,0.93,0.53
grR Northwestern Switzerland,2020-04-15,0.69,0.91,0.51
grR Northwestern Switzerland,2020-04-16,0.67,0.89,0.48
grR Northwestern Switzerland,2020-04-17,0.66,0.89,0.46
grR Northwestern Switzerland,2020-04-18,0.66,0.9,0.46
grR Northwestern Switzerland,2020-04-19,0.68,0.93,0.46
grR Northwestern Switzerland,2020-04-20,0.7,0.97,0.48
grR Northwestern Switzerland,2020-04-21,0.72,1.01,0.49
grR Northwestern Switzerland,2020-04-22,0.74,1.03,0.49
grR Northwestern Switzerland,2020-04-23,0.75,1.06,0.5
grR Northwestern Switzerland,2020-04-24,0.75,1.08,0.49
grR Northwestern Switzerland,2020-04-25,0.75,1.08,0.48
grR Northwestern Switzerland,2020-04-26,0.74,1.08,0.46
grR Northwestern Switzerland,2020-04-27,0.74,1.09,0.45
grR Northwestern Switzerland,2020-04-28,0.73,1.09,0.44
grR Northwestern Switzerland,2020-04-29,0.72,1.08,0.42
grR Northwestern Switzerland,2020-04-30,0.7,1.07,0.4
grR Northwestern Switzerland,2020-05-01,0.68,1.06,0.38
grR Northwestern Switzerland,2020-05-02,0.67,1.08,0.36
grR Northwestern Switzerland,2020-05-03,0.68,1.1,0.35
grR Northwestern Switzerland,2020-05-04,0.69,1.14,0.35
grR Northwestern Switzerland,2020-05-05,0.71,1.18,0.36
grR Northwestern Switzerland,2020-05-06,0.72,1.2,0.36
grR Northwestern Switzerland,2020-05-07,0.72,1.21,0.34
grR Northwestern Switzerland,2020-05-08,0.71,1.23,0.33
grR Northwestern Switzerland,2020-05-09,0.69,1.23,0.3
grR Northwestern Switzerland,2020-05-10,0.67,1.22,0.28
grR Northwestern Switzerland,2020-05-11,0.65,1.22,0.26
grR Northwestern Switzerland,2020-05-12,0.65,1.25,0.25
grR Northwestern Switzerland,2020-05-13,0.67,1.3,0.25
grR Northwestern Switzerland,2020-05-14,0.7,1.38,0.25
grR Northwestern Switzerland,2020-05-15,0.74,1.45,0.27
grR Northwestern Switzerland,2020-05-16,0.79,1.54,0.28
grR Northwestern Switzerland,2020-05-17,0.83,1.67,0.3
grR Northwestern Switzerland,2020-05-18,0.9,1.8,0.32
grR Northwestern Switzerland,2020-05-19,0.98,1.91,0.35
grR Northwestern Switzerland,2020-05-20,1.02,1.99,0.38
grR Northwestern Switzerland,2020-05-21,1.09,2.1,0.41
grR Northwestern Switzerland,2020-05-22,1.15,2.18,0.45
grR Northwestern Switzerland,2020-05-23,1.17,2.19,0.46
grR Northwestern Switzerland,2020-05-24,1.16,2.15,0.47
grR Northwestern Switzerland,2020-05-25,1.09,2.03,0.44
grR Northwestern Switzerland,2020-05-26,1,1.9,0.39
grR Northwestern Switzerland,2020-05-27,0.91,1.76,0.34
grR Northwestern Switzerland,2020-05-28,0.84,1.66,0.3
grR Northwestern Switzerland,2020-05-29,0.79,1.6,0.27
grR Northwestern Switzerland,2020-05-30,0.78,1.6,0.25
grR Northwestern Switzerland,2020-05-31,0.78,1.63,0.24
grR Northwestern Switzerland,2020-06-01,0.81,1.69,0.25
grR Northwestern Switzerland,2020-06-02,0.85,1.78,0.26
grR Northwestern Switzerland,2020-06-03,0.91,1.89,0.28
grR Northwestern Switzerland,2020-06-04,0.98,2.02,0.31
grR Northwestern Switzerland,2020-06-05,1.05,2.13,0.35
grR Northwestern Switzerland,2020-06-06,1.12,2.26,0.4
grR Northwestern Switzerland,2020-06-07,1.21,2.35,0.45
grR Northwestern Switzerland,2020-06-08,1.26,2.43,0.47
grR Northwestern Switzerland,2020-06-09,1.29,2.47,0.5
grR Northwestern Switzerland,2020-06-10,1.34,2.49,0.55
grR Northwestern Switzerland,2020-06-11,1.4,2.52,0.6
grR Northwestern Switzerland,2020-06-12,1.47,2.6,0.68
grR Northwestern Switzerland,2020-06-13,1.58,2.67,0.78
grR Northwestern Switzerland,2020-06-14,1.72,2.81,0.88
grR Northwestern Switzerland,2020-06-15,1.85,2.92,1.03
grR Northwestern Switzerland,2020-06-16,1.95,2.98,1.15
grR Northwestern Switzerland,2020-06-17,2.02,2.97,1.25
grR Northwestern Switzerland,2020-06-18,2.04,2.95,1.3
grR Northwestern Switzerland,2020-06-19,2.01,2.84,1.34
grR Northwestern Switzerland,2020-06-20,1.89,2.62,1.27
grR Northwestern Switzerland,2020-06-21,1.73,2.36,1.2
grR Northwestern Switzerland,2020-06-22,1.55,2.11,1.08
grR Northwestern Switzerland,2020-06-23,1.39,1.89,0.97
grR Northwestern Switzerland,2020-06-24,1.28,1.73,0.9
grR Northwestern Switzerland,2020-06-25,1.2,1.62,0.84
grR Northwestern Switzerland,2020-06-26,1.16,1.56,0.81
grR Northwestern Switzerland,2020-06-27,1.13,1.52,0.8
grR Northwestern Switzerland,2020-06-28,1.13,1.51,0.81
grR Northwestern Switzerland,2020-06-29,1.13,1.51,0.81
grR Northwestern Switzerland,2020-06-30,1.13,1.51,0.81
grR Northwestern Switzerland,2020-07-01,1.13,1.5,0.82
grR Northwestern Switzerland,2020-07-02,1.13,1.48,0.83
grR Northwestern Switzerland,2020-07-03,1.13,1.48,0.83
grR Northwestern Switzerland,2020-07-04,1.13,1.48,0.83
grR Northwestern Switzerland,2020-07-05,1.12,1.46,0.82
grR Northwestern Switzerland,2020-07-06,1.09,1.43,0.8
grR Northwestern Switzerland,2020-07-07,1.04,1.37,0.76
grR Northwestern Switzerland,2020-07-08,1,1.32,0.72
grR Northwestern Switzerland,2020-07-09,0.96,1.26,0.69
grR Northwestern Switzerland,2020-07-10,0.92,1.22,0.66
grR Northwestern Switzerland,2020-07-11,0.91,1.2,0.65
grR Northwestern Switzerland,2020-07-12,0.91,1.21,0.65
grR Northwestern Switzerland,2020-07-13,0.93,1.22,0.66
grR Northwestern Switzerland,2020-07-14,0.95,1.26,0.68
grR Northwestern Switzerland,2020-07-15,0.97,1.29,0.7
grR Northwestern Switzerland,2020-07-16,1,1.33,0.72
grR Northwestern Switzerland,2020-07-17,1.05,1.39,0.77
grR Northwestern Switzerland,2020-07-18,1.1,1.44,0.8
grR Northwestern Switzerland,2020-07-19,1.13,1.48,0.83
grR Northwestern Switzerland,2020-07-20,1.15,1.49,0.85
grR Northwestern Switzerland,2020-07-21,1.15,1.49,0.85
grR Northwestern Switzerland,2020-07-22,1.14,1.47,0.85
grR Northwestern Switzerland,2020-07-23,1.12,1.45,0.83
grR Northwestern Switzerland,2020-07-24,1.1,1.42,0.82
grR Northwestern Switzerland,2020-07-25,1.08,1.39,0.81
grR Northwestern Switzerland,2020-07-26,1.07,1.37,0.8
grR Northwestern Switzerland,2020-07-27,1.06,1.36,0.8
grR Northwestern Switzerland,2020-07-28,1.06,1.36,0.8
grR Northwestern Switzerland,2020-07-29,1.08,1.38,0.81
grR Northwestern Switzerland,2020-07-30,1.12,1.41,0.85
grR Northwestern Switzerland,2020-07-31,1.15,1.45,0.88
grR Northwestern Switzerland,2020-08-01,1.19,1.5,0.91
grR Northwestern Switzerland,2020-08-02,1.22,1.53,0.94
grR Northwestern Switzerland,2020-08-03,1.24,1.54,0.96
grR Northwestern Switzerland,2020-08-04,1.24,1.53,0.98
grR Northwestern Switzerland,2020-08-05,1.24,1.53,0.98
grR Northwestern Switzerland,2020-08-06,1.23,1.51,0.98
grR Northwestern Switzerland,2020-08-07,1.23,1.5,0.98
grR Northwestern Switzerland,2020-08-08,1.22,1.49,0.98
grR Northwestern Switzerland,2020-08-09,1.2,1.45,0.97
grR Northwestern Switzerland,2020-08-10,1.16,1.42,0.94
grR Northwestern Switzerland,2020-08-11,1.13,1.37,0.91
grR Northwestern Switzerland,2020-08-12,1.09,1.32,0.88
grR Northwestern Switzerland,2020-08-13,1.05,1.28,0.85
grR Northwestern Switzerland,2020-08-14,1.03,1.26,0.84
grR Northwestern Switzerland,2020-08-15,1.02,1.24,0.82
grR Northwestern Switzerland,2020-08-16,1.01,1.23,0.82
grR Northwestern Switzerland,2020-08-17,1,1.22,0.81
grR Northwestern Switzerland,2020-08-18,0.99,1.2,0.79
grR Northwestern Switzerland,2020-08-19,0.97,1.18,0.77
grR Northwestern Switzerland,2020-08-20,0.94,1.16,0.76
grR Northwestern Switzerland,2020-08-21,0.93,1.14,0.74
grR Northwestern Switzerland,2020-08-22,0.93,1.14,0.74
grR Northwestern Switzerland,2020-08-23,0.93,1.14,0.74
grR Northwestern Switzerland,2020-08-24,0.94,1.15,0.75
grR Northwestern Switzerland,2020-08-25,0.94,1.16,0.75
grR Northwestern Switzerland,2020-08-26,0.95,1.16,0.75
grR Northwestern Switzerland,2020-08-27,0.95,1.18,0.76
grR Northwestern Switzerland,2020-08-28,0.97,1.19,0.77
grR Northwestern Switzerland,2020-08-29,0.99,1.22,0.79
grR Northwestern Switzerland,2020-08-30,1.01,1.24,0.8
grR Northwestern Switzerland,2020-08-31,1.03,1.26,0.82
grR Northwestern Switzerland,2020-09-01,1.04,1.28,0.83
grR Northwestern Switzerland,2020-09-02,1.04,1.27,0.83
grR Northwestern Switzerland,2020-09-03,1.03,1.27,0.83
grR Northwestern Switzerland,2020-09-04,1.03,1.26,0.82
grR Northwestern Switzerland,2020-09-05,1.02,1.24,0.81
grR Northwestern Switzerland,2020-09-06,1,1.22,0.8
grR Northwestern Switzerland,2020-09-07,0.98,1.2,0.78
grR Northwestern Switzerland,2020-09-08,0.96,1.18,0.76
grR Northwestern Switzerland,2020-09-09,0.92,1.13,0.73
grR Northwestern Switzerland,2020-09-10,0.89,1.1,0.69
grR Northwestern Switzerland,2020-09-11,0.85,1.06,0.66
grR Northwestern Switzerland,2020-09-12,0.82,1.04,0.64
grR Northwestern Switzerland,2020-09-13,0.8,1.01,0.62
grR Northwestern Switzerland,2020-09-14,0.79,1,0.6
grR Northwestern Switzerland,2020-09-15,0.77,0.99,0.58
grR Northwestern Switzerland,2020-09-16,0.77,0.99,0.57
grR Northwestern Switzerland,2020-09-17,0.79,1.01,0.59
grR Northwestern Switzerland,2020-09-18,0.82,1.05,0.61
grR Northwestern Switzerland,2020-09-19,0.89,1.14,0.67
grR Northwestern Switzerland,2020-09-20,0.99,1.26,0.75
grR Northwestern Switzerland,2020-09-21,1.12,1.41,0.85
grR Northwestern Switzerland,2020-09-22,1.25,1.56,0.97
grR Northwestern Switzerland,2020-09-23,1.39,1.72,1.1
grR Northwestern Switzerland,2020-09-24,1.55,1.88,1.24
grR Northwestern Switzerland,2020-09-25,1.7,2.04,1.39
grR Northwestern Switzerland,2020-09-26,1.83,2.17,1.53
grR Northwestern Switzerland,2020-09-27,1.94,2.27,1.64
grR Northwestern Switzerland,2020-09-28,2,2.31,1.72
grR Northwestern Switzerland,2020-09-29,2.02,2.31,1.76
grR Northwestern Switzerland,2020-09-30,2.02,2.29,1.77
grR Northwestern Switzerland,2020-10-01,2,2.24,1.77
grR Northwestern Switzerland,2020-10-02,1.98,2.2,1.76
grR Northwestern Switzerland,2020-10-03,1.93,2.13,1.74
grR Northwestern Switzerland,2020-10-04,1.87,2.06,1.7
grR Northwestern Switzerland,2020-10-05,1.81,1.97,1.64
grR Northwestern Switzerland,2020-10-06,1.74,1.89,1.59
grR Northwestern Switzerland,2020-10-07,1.68,1.82,1.55
grR Northwestern Switzerland,2020-10-08,1.65,1.78,1.52
grR Northwestern Switzerland,2020-10-09,1.64,1.77,1.52
grR Northwestern Switzerland,2020-10-10,1.64,1.76,1.53
grR Northwestern Switzerland,2020-10-11,1.63,1.74,1.52
grR Northwestern Switzerland,2020-10-12,1.61,1.71,1.51
grR Northwestern Switzerland,2020-10-13,1.57,1.67,1.48
grR Northwestern Switzerland,2020-10-14,1.54,1.63,1.45
grR Northwestern Switzerland,2020-10-15,1.5,1.59,1.42
grR Northwestern Switzerland,2020-10-16,1.47,1.55,1.39
grR Northwestern Switzerland,2020-10-17,1.43,1.51,1.36
grR Northwestern Switzerland,2020-10-18,1.39,1.46,1.32
grR Northwestern Switzerland,2020-10-19,1.34,1.41,1.27
grR Northwestern Switzerland,2020-10-20,1.28,1.35,1.22
grR Northwestern Switzerland,2020-10-21,1.23,1.29,1.17
grR Northwestern Switzerland,2020-10-22,1.18,1.24,1.12
grR Northwestern Switzerland,2020-10-23,1.14,1.2,1.09
grR Northwestern Switzerland,2020-10-24,1.11,1.16,1.06
grR Northwestern Switzerland,2020-10-25,1.08,1.13,1.02
grR Northwestern Switzerland,2020-10-26,1.04,1.09,0.99
grR Northwestern Switzerland,2020-10-27,1.01,1.06,0.96
grR Northwestern Switzerland,2020-10-28,0.98,1.03,0.94
grR Northwestern Switzerland,2020-10-29,0.98,1.02,0.93
grR Northwestern Switzerland,2020-10-30,0.99,1.04,0.94
grR Northwestern Switzerland,2020-10-31,1.01,1.06,0.96
grR Northwestern Switzerland,2020-11-01,1.02,1.07,0.98
grR Northwestern Switzerland,2020-11-02,1.03,1.08,0.98
grR Northwestern Switzerland,2020-11-03,1.02,1.07,0.97
grR Northwestern Switzerland,2020-11-04,1,1.04,0.95
grR Northwestern Switzerland,2020-11-05,0.97,1.02,0.93
grR Northwestern Switzerland,2020-11-06,0.96,1.01,0.92
grR Northwestern Switzerland,2020-11-07,0.96,1.01,0.92
grR Northwestern Switzerland,2020-11-08,0.97,1.02,0.92
grR Northwestern Switzerland,2020-11-09,0.97,1.02,0.93
grR Northwestern Switzerland,2020-11-10,0.97,1.02,0.92
grR Northwestern Switzerland,2020-11-11,0.97,1.02,0.93
grR Northwestern Switzerland,2020-11-12,0.98,1.02,0.93
grR Northwestern Switzerland,2020-11-13,0.98,1.03,0.94
grR Northwestern Switzerland,2020-11-14,1,1.05,0.95
grR Northwestern Switzerland,2020-11-15,1.01,1.06,0.96
grR Northwestern Switzerland,2020-11-16,1.01,1.06,0.97
grR Northwestern Switzerland,2020-11-17,1.01,1.06,0.96
grR Northwestern Switzerland,2020-11-18,0.99,1.04,0.95
grR Northwestern Switzerland,2020-11-19,0.99,1.03,0.94
grR Northwestern Switzerland,2020-11-20,0.98,1.03,0.93
grR Northwestern Switzerland,2020-11-21,0.99,1.04,0.94
grR Northwestern Switzerland,2020-11-22,1,1.05,0.95
grR Northwestern Switzerland,2020-11-23,1.01,1.06,0.96
grR Northwestern Switzerland,2020-11-24,1.02,1.07,0.97
grR Northwestern Switzerland,2020-11-25,1.03,1.08,0.98
grR Northwestern Switzerland,2020-11-26,1.05,1.1,1
grR Northwestern Switzerland,2020-11-27,1.08,1.13,1.03
grR Northwestern Switzerland,2020-11-28,1.11,1.16,1.06
grR Northwestern Switzerland,2020-11-29,1.13,1.18,1.08
grR Northwestern Switzerland,2020-11-30,1.14,1.19,1.09
grR Northwestern Switzerland,2020-12-01,1.13,1.18,1.08
grR Northwestern Switzerland,2020-12-02,1.11,1.16,1.06
grR Northwestern Switzerland,2020-12-03,1.09,1.14,1.04
grR Northwestern Switzerland,2020-12-04,1.08,1.12,1.03
grR Northwestern Switzerland,2020-12-05,1.07,1.12,1.02
grR Northwestern Switzerland,2020-12-06,1.06,1.11,1.02
grR Northwestern Switzerland,2020-12-07,1.06,1.11,1.01
grR Northwestern Switzerland,2020-12-08,1.06,1.1,1.01
grR Northwestern Switzerland,2020-12-09,1.06,1.1,1.01
