region,date,median_R_mean,median_R_highHPD,median_R_lowHPD
grR Espace Mittelland,2020-06-12,1.26,1.93,0.73
grR Espace Mittelland,2020-06-13,1.34,2.01,0.8
grR Espace Mittelland,2020-06-14,1.41,2.08,0.86
grR Espace Mittelland,2020-06-15,1.48,2.14,0.93
grR Espace Mittelland,2020-06-16,1.53,2.18,0.99
grR Espace Mittelland,2020-06-17,1.57,2.21,1.05
grR Espace Mittelland,2020-06-18,1.59,2.19,1.09
grR Espace Mittelland,2020-06-19,1.58,2.14,1.1
grR Espace Mittelland,2020-06-20,1.53,2.05,1.08
grR Espace Mittelland,2020-06-21,1.44,1.94,1.03
grR Espace Mittelland,2020-06-22,1.35,1.8,0.97
grR Espace Mittelland,2020-06-23,1.26,1.67,0.9
grR Espace Mittelland,2020-06-24,1.17,1.56,0.84
grR Espace Mittelland,2020-06-25,1.1,1.46,0.79
grR Espace Mittelland,2020-06-26,1.04,1.39,0.74
grR Espace Mittelland,2020-06-27,1.01,1.36,0.72
grR Espace Mittelland,2020-06-28,1,1.33,0.71
grR Espace Mittelland,2020-06-29,0.99,1.33,0.71
grR Espace Mittelland,2020-06-30,1,1.33,0.71
grR Espace Mittelland,2020-07-01,1.01,1.34,0.72
grR Espace Mittelland,2020-07-02,1.03,1.37,0.74
grR Espace Mittelland,2020-07-03,1.07,1.42,0.77
grR Espace Mittelland,2020-07-04,1.11,1.44,0.8
grR Espace Mittelland,2020-07-05,1.12,1.47,0.82
grR Espace Mittelland,2020-07-06,1.14,1.48,0.83
grR Espace Mittelland,2020-07-07,1.12,1.46,0.83
grR Espace Mittelland,2020-07-08,1.09,1.42,0.8
grR Espace Mittelland,2020-07-09,1.04,1.36,0.76
grR Espace Mittelland,2020-07-10,0.99,1.31,0.72
grR Espace Mittelland,2020-07-11,0.95,1.26,0.69
grR Espace Mittelland,2020-07-12,0.92,1.21,0.66
grR Espace Mittelland,2020-07-13,0.89,1.18,0.64
grR Espace Mittelland,2020-07-14,0.88,1.18,0.63
grR Espace Mittelland,2020-07-15,0.89,1.19,0.63
grR Espace Mittelland,2020-07-16,0.91,1.23,0.65
grR Espace Mittelland,2020-07-17,0.95,1.27,0.68
grR Espace Mittelland,2020-07-18,1.01,1.34,0.73
grR Espace Mittelland,2020-07-19,1.07,1.41,0.78
grR Espace Mittelland,2020-07-20,1.13,1.48,0.83
grR Espace Mittelland,2020-07-21,1.17,1.53,0.87
grR Espace Mittelland,2020-07-22,1.2,1.56,0.9
grR Espace Mittelland,2020-07-23,1.21,1.56,0.9
grR Espace Mittelland,2020-07-24,1.2,1.54,0.9
grR Espace Mittelland,2020-07-25,1.19,1.52,0.89
grR Espace Mittelland,2020-07-26,1.17,1.49,0.88
grR Espace Mittelland,2020-07-27,1.15,1.48,0.88
grR Espace Mittelland,2020-07-28,1.16,1.47,0.89
grR Espace Mittelland,2020-07-29,1.19,1.5,0.91
grR Espace Mittelland,2020-07-30,1.22,1.53,0.95
grR Espace Mittelland,2020-07-31,1.27,1.58,0.99
grR Espace Mittelland,2020-08-01,1.29,1.61,1.02
grR Espace Mittelland,2020-08-02,1.31,1.61,1.04
grR Espace Mittelland,2020-08-03,1.31,1.6,1.05
grR Espace Mittelland,2020-08-04,1.29,1.57,1.04
grR Espace Mittelland,2020-08-05,1.25,1.52,1.01
grR Espace Mittelland,2020-08-06,1.23,1.48,0.99
grR Espace Mittelland,2020-08-07,1.22,1.46,0.98
grR Espace Mittelland,2020-08-08,1.21,1.46,0.99
grR Espace Mittelland,2020-08-09,1.21,1.45,0.99
grR Espace Mittelland,2020-08-10,1.19,1.42,0.98
grR Espace Mittelland,2020-08-11,1.17,1.39,0.96
grR Espace Mittelland,2020-08-12,1.14,1.35,0.94
grR Espace Mittelland,2020-08-13,1.13,1.33,0.93
grR Espace Mittelland,2020-08-14,1.13,1.34,0.94
grR Espace Mittelland,2020-08-15,1.15,1.36,0.96
grR Espace Mittelland,2020-08-16,1.17,1.38,0.98
grR Espace Mittelland,2020-08-17,1.18,1.39,0.99
grR Espace Mittelland,2020-08-18,1.18,1.39,1
grR Espace Mittelland,2020-08-19,1.17,1.36,0.99
grR Espace Mittelland,2020-08-20,1.15,1.34,0.97
grR Espace Mittelland,2020-08-21,1.14,1.33,0.97
grR Espace Mittelland,2020-08-22,1.14,1.33,0.97
grR Espace Mittelland,2020-08-23,1.15,1.33,0.98
grR Espace Mittelland,2020-08-24,1.16,1.34,1
grR Espace Mittelland,2020-08-25,1.18,1.36,1.01
grR Espace Mittelland,2020-08-26,1.19,1.37,1.03
grR Espace Mittelland,2020-08-27,1.2,1.38,1.04
grR Espace Mittelland,2020-08-28,1.21,1.38,1.05
grR Espace Mittelland,2020-08-29,1.21,1.38,1.05
grR Espace Mittelland,2020-08-30,1.22,1.38,1.06
grR Espace Mittelland,2020-08-31,1.21,1.38,1.06
grR Espace Mittelland,2020-09-01,1.2,1.36,1.05
grR Espace Mittelland,2020-09-02,1.18,1.33,1.03
grR Espace Mittelland,2020-09-03,1.15,1.29,1.01
grR Espace Mittelland,2020-09-04,1.12,1.26,0.98
grR Espace Mittelland,2020-09-05,1.09,1.23,0.96
grR Espace Mittelland,2020-09-06,1.07,1.21,0.94
grR Espace Mittelland,2020-09-07,1.05,1.18,0.92
grR Espace Mittelland,2020-09-08,1.02,1.15,0.9
grR Espace Mittelland,2020-09-09,1,1.12,0.87
grR Espace Mittelland,2020-09-10,0.97,1.1,0.86
grR Espace Mittelland,2020-09-11,0.96,1.08,0.84
grR Espace Mittelland,2020-09-12,0.94,1.07,0.82
grR Espace Mittelland,2020-09-13,0.93,1.06,0.82
grR Espace Mittelland,2020-09-14,0.93,1.05,0.81
grR Espace Mittelland,2020-09-15,0.92,1.05,0.8
grR Espace Mittelland,2020-09-16,0.93,1.05,0.81
grR Espace Mittelland,2020-09-17,0.94,1.07,0.82
grR Espace Mittelland,2020-09-18,0.96,1.1,0.84
grR Espace Mittelland,2020-09-19,1.01,1.14,0.88
grR Espace Mittelland,2020-09-20,1.06,1.2,0.93
grR Espace Mittelland,2020-09-21,1.12,1.27,0.99
grR Espace Mittelland,2020-09-22,1.2,1.35,1.06
grR Espace Mittelland,2020-09-23,1.3,1.45,1.15
grR Espace Mittelland,2020-09-24,1.4,1.56,1.25
grR Espace Mittelland,2020-09-25,1.51,1.66,1.36
grR Espace Mittelland,2020-09-26,1.6,1.76,1.46
grR Espace Mittelland,2020-09-27,1.68,1.84,1.54
grR Espace Mittelland,2020-09-28,1.73,1.88,1.59
grR Espace Mittelland,2020-09-29,1.76,1.9,1.63
grR Espace Mittelland,2020-09-30,1.78,1.91,1.65
grR Espace Mittelland,2020-10-01,1.79,1.92,1.67
grR Espace Mittelland,2020-10-02,1.81,1.93,1.69
grR Espace Mittelland,2020-10-03,1.81,1.92,1.71
grR Espace Mittelland,2020-10-04,1.81,1.91,1.71
grR Espace Mittelland,2020-10-05,1.79,1.88,1.7
grR Espace Mittelland,2020-10-06,1.77,1.86,1.68
grR Espace Mittelland,2020-10-07,1.75,1.83,1.67
grR Espace Mittelland,2020-10-08,1.73,1.81,1.66
grR Espace Mittelland,2020-10-09,1.73,1.8,1.66
grR Espace Mittelland,2020-10-10,1.72,1.78,1.65
grR Espace Mittelland,2020-10-11,1.69,1.75,1.63
grR Espace Mittelland,2020-10-12,1.65,1.71,1.59
grR Espace Mittelland,2020-10-13,1.6,1.66,1.55
grR Espace Mittelland,2020-10-14,1.56,1.61,1.51
grR Espace Mittelland,2020-10-15,1.51,1.56,1.46
grR Espace Mittelland,2020-10-16,1.47,1.52,1.43
grR Espace Mittelland,2020-10-17,1.43,1.47,1.39
grR Espace Mittelland,2020-10-18,1.38,1.42,1.34
grR Espace Mittelland,2020-10-19,1.33,1.37,1.29
grR Espace Mittelland,2020-10-20,1.27,1.31,1.24
grR Espace Mittelland,2020-10-21,1.23,1.26,1.19
grR Espace Mittelland,2020-10-22,1.19,1.22,1.16
grR Espace Mittelland,2020-10-23,1.16,1.19,1.13
grR Espace Mittelland,2020-10-24,1.13,1.16,1.1
grR Espace Mittelland,2020-10-25,1.1,1.13,1.07
grR Espace Mittelland,2020-10-26,1.06,1.09,1.03
grR Espace Mittelland,2020-10-27,1.02,1.05,1
grR Espace Mittelland,2020-10-28,0.99,1.02,0.96
grR Espace Mittelland,2020-10-29,0.97,1,0.95
grR Espace Mittelland,2020-10-30,0.96,0.99,0.94
grR Espace Mittelland,2020-10-31,0.96,0.99,0.94
grR Espace Mittelland,2020-11-01,0.95,0.97,0.92
grR Espace Mittelland,2020-11-02,0.92,0.94,0.89
grR Espace Mittelland,2020-11-03,0.88,0.9,0.85
grR Espace Mittelland,2020-11-04,0.83,0.85,0.8
grR Espace Mittelland,2020-11-05,0.78,0.81,0.76
grR Espace Mittelland,2020-11-06,0.75,0.77,0.72
grR Espace Mittelland,2020-11-07,0.73,0.75,0.7
grR Espace Mittelland,2020-11-08,0.72,0.75,0.7
grR Espace Mittelland,2020-11-09,0.72,0.75,0.7
grR Espace Mittelland,2020-11-10,0.73,0.75,0.7
grR Espace Mittelland,2020-11-11,0.73,0.76,0.7
grR Espace Mittelland,2020-11-12,0.74,0.77,0.71
grR Espace Mittelland,2020-11-13,0.76,0.79,0.73
grR Espace Mittelland,2020-11-14,0.79,0.82,0.76
grR Espace Mittelland,2020-11-15,0.82,0.85,0.78
grR Espace Mittelland,2020-11-16,0.84,0.88,0.81
grR Espace Mittelland,2020-11-17,0.86,0.9,0.83
grR Espace Mittelland,2020-11-18,0.88,0.91,0.84
grR Espace Mittelland,2020-11-19,0.89,0.93,0.86
grR Espace Mittelland,2020-11-20,0.91,0.95,0.88
grR Espace Mittelland,2020-11-21,0.94,0.98,0.9
grR Espace Mittelland,2020-11-22,0.97,1.01,0.93
grR Espace Mittelland,2020-11-23,0.99,1.03,0.95
grR Espace Mittelland,2020-11-24,1,1.05,0.96
grR Espace Mittelland,2020-11-25,1.02,1.06,0.98
grR Espace Mittelland,2020-11-26,1.04,1.08,1
grR Espace Mittelland,2020-11-27,1.07,1.11,1.03
grR Espace Mittelland,2020-11-28,1.1,1.14,1.06
grR Espace Mittelland,2020-11-29,1.12,1.16,1.07
grR Espace Mittelland,2020-11-30,1.12,1.16,1.08
grR Espace Mittelland,2020-12-01,1.11,1.15,1.07
grR Espace Mittelland,2020-12-02,1.08,1.12,1.04
grR Espace Mittelland,2020-12-03,1.05,1.09,1.01
grR Espace Mittelland,2020-12-04,1.03,1.07,0.99
grR Espace Mittelland,2020-12-05,1.02,1.06,0.98
grR Espace Mittelland,2020-12-06,1.01,1.05,0.97
grR Espace Mittelland,2020-12-07,0.99,1.03,0.96
grR Espace Mittelland,2020-12-08,0.98,1.02,0.94
grR Espace Mittelland,2020-12-09,0.97,1.01,0.93
grR Espace Mittelland,2020-12-10,0.96,1,0.92
grR Espace Mittelland,2020-12-11,0.95,0.99,0.91
grR Espace Mittelland,2020-12-12,0.94,0.98,0.9
grR Espace Mittelland,2020-12-13,0.93,0.96,0.89
grR Espace Mittelland,2020-12-14,0.91,0.95,0.87
grR Espace Mittelland,2020-12-15,0.89,0.93,0.85
grR Espace Mittelland,2020-12-16,0.88,0.91,0.84
grR Espace Mittelland,2020-12-17,0.87,0.91,0.83
grR Espace Mittelland,2020-12-18,0.88,0.92,0.84
grR Espace Mittelland,2020-12-19,0.89,0.93,0.85
grR Espace Mittelland,2020-12-20,0.89,0.93,0.85
grR Espace Mittelland,2020-12-21,0.9,0.94,0.86
grR Espace Mittelland,2020-12-22,0.9,0.94,0.86
grR Espace Mittelland,2020-12-23,0.89,0.94,0.85
grR Espace Mittelland,2020-12-24,0.89,0.93,0.85
grR Espace Mittelland,2020-12-25,0.88,0.93,0.84
grR Lake Geneva Region,2020-02-15,1.85,4.05,0.49
grR Lake Geneva Region,2020-02-16,1.71,3.66,0.49
grR Lake Geneva Region,2020-02-17,1.84,3.66,0.61
grR Lake Geneva Region,2020-02-18,1.66,3.14,0.57
grR Lake Geneva Region,2020-02-19,1.84,3.43,0.75
grR Lake Geneva Region,2020-02-20,2.02,3.57,0.91
grR Lake Geneva Region,2020-02-21,3.07,4.79,1.69
grR Lake Geneva Region,2020-02-22,4.13,5.97,2.66
grR Lake Geneva Region,2020-02-23,4.84,6.59,3.41
grR Lake Geneva Region,2020-02-24,4.69,6.13,3.47
grR Lake Geneva Region,2020-02-25,4.22,5.28,3.27
grR Lake Geneva Region,2020-02-26,3.9,4.73,3.14
grR Lake Geneva Region,2020-02-27,3.72,4.41,3.08
grR Lake Geneva Region,2020-02-28,3.53,4.1,3.01
grR Lake Geneva Region,2020-02-29,3.33,3.79,2.89
grR Lake Geneva Region,2020-03-01,3.14,3.52,2.78
grR Lake Geneva Region,2020-03-02,2.98,3.31,2.67
grR Lake Geneva Region,2020-03-03,2.83,3.1,2.56
grR Lake Geneva Region,2020-03-04,2.66,2.9,2.43
grR Lake Geneva Region,2020-03-05,2.48,2.68,2.29
grR Lake Geneva Region,2020-03-06,2.28,2.45,2.12
grR Lake Geneva Region,2020-03-07,2.08,2.22,1.93
grR Lake Geneva Region,2020-03-08,1.87,2,1.75
grR Lake Geneva Region,2020-03-09,1.7,1.81,1.59
grR Lake Geneva Region,2020-03-10,1.56,1.66,1.46
grR Lake Geneva Region,2020-03-11,1.46,1.55,1.37
grR Lake Geneva Region,2020-03-12,1.38,1.47,1.3
grR Lake Geneva Region,2020-03-13,1.34,1.41,1.26
grR Lake Geneva Region,2020-03-14,1.3,1.37,1.23
grR Lake Geneva Region,2020-03-15,1.27,1.34,1.2
grR Lake Geneva Region,2020-03-16,1.23,1.3,1.17
grR Lake Geneva Region,2020-03-17,1.2,1.26,1.14
grR Lake Geneva Region,2020-03-18,1.17,1.23,1.11
grR Lake Geneva Region,2020-03-19,1.14,1.2,1.08
grR Lake Geneva Region,2020-03-20,1.12,1.18,1.06
grR Lake Geneva Region,2020-03-21,1.09,1.14,1.03
grR Lake Geneva Region,2020-03-22,1.04,1.09,0.98
grR Lake Geneva Region,2020-03-23,0.98,1.03,0.92
grR Lake Geneva Region,2020-03-24,0.91,0.96,0.86
grR Lake Geneva Region,2020-03-25,0.85,0.9,0.8
grR Lake Geneva Region,2020-03-26,0.79,0.84,0.74
grR Lake Geneva Region,2020-03-27,0.75,0.79,0.7
grR Lake Geneva Region,2020-03-28,0.72,0.77,0.67
grR Lake Geneva Region,2020-03-29,0.7,0.74,0.65
grR Lake Geneva Region,2020-03-30,0.67,0.72,0.63
grR Lake Geneva Region,2020-03-31,0.65,0.7,0.61
grR Lake Geneva Region,2020-04-01,0.63,0.68,0.58
grR Lake Geneva Region,2020-04-02,0.61,0.66,0.56
grR Lake Geneva Region,2020-04-03,0.59,0.65,0.54
grR Lake Geneva Region,2020-04-04,0.59,0.64,0.53
grR Lake Geneva Region,2020-04-05,0.58,0.64,0.53
grR Lake Geneva Region,2020-04-06,0.58,0.65,0.52
grR Lake Geneva Region,2020-04-07,0.58,0.65,0.52
grR Lake Geneva Region,2020-04-08,0.59,0.66,0.52
grR Lake Geneva Region,2020-04-09,0.59,0.66,0.52
grR Lake Geneva Region,2020-04-10,0.6,0.68,0.52
grR Lake Geneva Region,2020-04-11,0.61,0.69,0.53
grR Lake Geneva Region,2020-04-12,0.63,0.72,0.55
grR Lake Geneva Region,2020-04-13,0.65,0.75,0.56
grR Lake Geneva Region,2020-04-14,0.67,0.77,0.57
grR Lake Geneva Region,2020-04-15,0.67,0.78,0.57
grR Lake Geneva Region,2020-04-16,0.67,0.78,0.56
grR Lake Geneva Region,2020-04-17,0.67,0.78,0.56
grR Lake Geneva Region,2020-04-18,0.67,0.79,0.56
grR Lake Geneva Region,2020-04-19,0.68,0.8,0.56
grR Lake Geneva Region,2020-04-20,0.69,0.82,0.57
grR Lake Geneva Region,2020-04-21,0.7,0.84,0.57
grR Lake Geneva Region,2020-04-22,0.7,0.85,0.57
grR Lake Geneva Region,2020-04-23,0.7,0.85,0.56
grR Lake Geneva Region,2020-04-24,0.7,0.85,0.55
grR Lake Geneva Region,2020-04-25,0.69,0.86,0.55
grR Lake Geneva Region,2020-04-26,0.69,0.86,0.54
grR Lake Geneva Region,2020-04-27,0.68,0.86,0.53
grR Lake Geneva Region,2020-04-28,0.67,0.85,0.51
grR Lake Geneva Region,2020-04-29,0.65,0.83,0.49
grR Lake Geneva Region,2020-04-30,0.63,0.82,0.47
grR Lake Geneva Region,2020-05-01,0.63,0.82,0.46
grR Lake Geneva Region,2020-05-02,0.62,0.83,0.45
grR Lake Geneva Region,2020-05-03,0.64,0.85,0.45
grR Lake Geneva Region,2020-05-04,0.66,0.89,0.46
grR Lake Geneva Region,2020-05-05,0.67,0.92,0.46
grR Lake Geneva Region,2020-05-06,0.68,0.93,0.46
grR Lake Geneva Region,2020-05-07,0.67,0.94,0.45
grR Lake Geneva Region,2020-05-08,0.67,0.95,0.44
grR Lake Geneva Region,2020-05-09,0.67,0.97,0.43
grR Lake Geneva Region,2020-05-10,0.68,0.99,0.43
grR Lake Geneva Region,2020-05-11,0.71,1.03,0.45
grR Lake Geneva Region,2020-05-12,0.72,1.07,0.44
grR Lake Geneva Region,2020-05-13,0.73,1.09,0.44
grR Lake Geneva Region,2020-05-14,0.72,1.1,0.43
grR Lake Geneva Region,2020-05-15,0.73,1.12,0.43
grR Lake Geneva Region,2020-05-16,0.75,1.16,0.43
grR Lake Geneva Region,2020-05-17,0.77,1.21,0.44
grR Lake Geneva Region,2020-05-18,0.81,1.27,0.46
grR Lake Geneva Region,2020-05-19,0.85,1.31,0.49
grR Lake Geneva Region,2020-05-20,0.89,1.37,0.5
grR Lake Geneva Region,2020-05-21,0.93,1.45,0.53
grR Lake Geneva Region,2020-05-22,0.97,1.49,0.56
grR Lake Geneva Region,2020-05-23,1,1.53,0.57
grR Lake Geneva Region,2020-05-24,1.02,1.57,0.59
grR Lake Geneva Region,2020-05-25,1.05,1.61,0.62
grR Lake Geneva Region,2020-05-26,1.07,1.63,0.62
grR Lake Geneva Region,2020-05-27,1.07,1.65,0.62
grR Lake Geneva Region,2020-05-28,1.08,1.65,0.63
grR Lake Geneva Region,2020-05-29,1.08,1.65,0.64
grR Lake Geneva Region,2020-05-30,1.11,1.66,0.66
grR Lake Geneva Region,2020-05-31,1.13,1.68,0.68
grR Lake Geneva Region,2020-06-01,1.14,1.69,0.71
grR Lake Geneva Region,2020-06-02,1.15,1.7,0.72
grR Lake Geneva Region,2020-06-03,1.16,1.69,0.73
grR Lake Geneva Region,2020-06-04,1.15,1.67,0.73
grR Lake Geneva Region,2020-06-05,1.14,1.67,0.72
grR Lake Geneva Region,2020-06-06,1.14,1.66,0.73
grR Lake Geneva Region,2020-06-07,1.14,1.64,0.73
grR Lake Geneva Region,2020-06-08,1.15,1.64,0.75
grR Lake Geneva Region,2020-06-09,1.17,1.66,0.76
grR Lake Geneva Region,2020-06-10,1.2,1.7,0.79
grR Lake Geneva Region,2020-06-11,1.25,1.74,0.84
grR Lake Geneva Region,2020-06-12,1.3,1.8,0.89
grR Lake Geneva Region,2020-06-13,1.35,1.84,0.94
grR Lake Geneva Region,2020-06-14,1.38,1.86,0.98
grR Lake Geneva Region,2020-06-15,1.39,1.86,0.99
grR Lake Geneva Region,2020-06-16,1.39,1.83,1
grR Lake Geneva Region,2020-06-17,1.36,1.79,0.99
grR Lake Geneva Region,2020-06-18,1.33,1.74,0.98
grR Lake Geneva Region,2020-06-19,1.31,1.69,0.97
grR Lake Geneva Region,2020-06-20,1.27,1.63,0.95
grR Lake Geneva Region,2020-06-21,1.21,1.57,0.91
grR Lake Geneva Region,2020-06-22,1.17,1.51,0.88
grR Lake Geneva Region,2020-06-23,1.14,1.45,0.85
grR Lake Geneva Region,2020-06-24,1.1,1.41,0.83
grR Lake Geneva Region,2020-06-25,1.08,1.38,0.81
grR Lake Geneva Region,2020-06-26,1.08,1.37,0.81
grR Lake Geneva Region,2020-06-27,1.08,1.37,0.81
grR Lake Geneva Region,2020-06-28,1.09,1.39,0.83
grR Lake Geneva Region,2020-06-29,1.11,1.4,0.84
grR Lake Geneva Region,2020-06-30,1.12,1.41,0.86
grR Lake Geneva Region,2020-07-01,1.14,1.43,0.88
grR Lake Geneva Region,2020-07-02,1.17,1.46,0.9
grR Lake Geneva Region,2020-07-03,1.2,1.49,0.94
grR Lake Geneva Region,2020-07-04,1.23,1.52,0.97
grR Lake Geneva Region,2020-07-05,1.24,1.53,0.99
grR Lake Geneva Region,2020-07-06,1.24,1.52,0.99
grR Lake Geneva Region,2020-07-07,1.22,1.5,0.98
grR Lake Geneva Region,2020-07-08,1.21,1.48,0.97
grR Lake Geneva Region,2020-07-09,1.21,1.46,0.98
grR Lake Geneva Region,2020-07-10,1.23,1.48,1
grR Lake Geneva Region,2020-07-11,1.25,1.51,1.02
grR Lake Geneva Region,2020-07-12,1.29,1.53,1.06
grR Lake Geneva Region,2020-07-13,1.32,1.57,1.09
grR Lake Geneva Region,2020-07-14,1.34,1.59,1.12
grR Lake Geneva Region,2020-07-15,1.36,1.6,1.15
grR Lake Geneva Region,2020-07-16,1.39,1.62,1.18
grR Lake Geneva Region,2020-07-17,1.41,1.64,1.2
grR Lake Geneva Region,2020-07-18,1.43,1.65,1.23
grR Lake Geneva Region,2020-07-19,1.42,1.63,1.22
grR Lake Geneva Region,2020-07-20,1.38,1.58,1.19
grR Lake Geneva Region,2020-07-21,1.32,1.5,1.14
grR Lake Geneva Region,2020-07-22,1.24,1.41,1.08
grR Lake Geneva Region,2020-07-23,1.17,1.34,1.02
grR Lake Geneva Region,2020-07-24,1.11,1.27,0.97
grR Lake Geneva Region,2020-07-25,1.07,1.22,0.93
grR Lake Geneva Region,2020-07-26,1.03,1.18,0.89
grR Lake Geneva Region,2020-07-27,1.01,1.15,0.87
grR Lake Geneva Region,2020-07-28,0.99,1.13,0.86
grR Lake Geneva Region,2020-07-29,0.97,1.11,0.84
grR Lake Geneva Region,2020-07-30,0.97,1.1,0.84
grR Lake Geneva Region,2020-07-31,0.97,1.11,0.84
grR Lake Geneva Region,2020-08-01,0.98,1.12,0.85
grR Lake Geneva Region,2020-08-02,0.99,1.14,0.86
grR Lake Geneva Region,2020-08-03,1.01,1.15,0.87
grR Lake Geneva Region,2020-08-04,1.02,1.16,0.88
grR Lake Geneva Region,2020-08-05,1.03,1.17,0.89
grR Lake Geneva Region,2020-08-06,1.04,1.18,0.9
grR Lake Geneva Region,2020-08-07,1.06,1.21,0.92
grR Lake Geneva Region,2020-08-08,1.08,1.23,0.94
grR Lake Geneva Region,2020-08-09,1.11,1.26,0.97
grR Lake Geneva Region,2020-08-10,1.13,1.28,0.99
grR Lake Geneva Region,2020-08-11,1.15,1.3,1.01
grR Lake Geneva Region,2020-08-12,1.16,1.31,1.02
grR Lake Geneva Region,2020-08-13,1.18,1.33,1.04
grR Lake Geneva Region,2020-08-14,1.2,1.34,1.06
grR Lake Geneva Region,2020-08-15,1.22,1.36,1.08
grR Lake Geneva Region,2020-08-16,1.24,1.38,1.1
grR Lake Geneva Region,2020-08-17,1.25,1.39,1.11
grR Lake Geneva Region,2020-08-18,1.24,1.38,1.11
grR Lake Geneva Region,2020-08-19,1.22,1.36,1.1
grR Lake Geneva Region,2020-08-20,1.22,1.35,1.09
grR Lake Geneva Region,2020-08-21,1.21,1.34,1.09
grR Lake Geneva Region,2020-08-22,1.22,1.34,1.1
grR Lake Geneva Region,2020-08-23,1.23,1.35,1.11
grR Lake Geneva Region,2020-08-24,1.23,1.35,1.12
grR Lake Geneva Region,2020-08-25,1.22,1.34,1.11
grR Lake Geneva Region,2020-08-26,1.22,1.33,1.11
grR Lake Geneva Region,2020-08-27,1.21,1.32,1.1
grR Lake Geneva Region,2020-08-28,1.22,1.32,1.11
grR Lake Geneva Region,2020-08-29,1.22,1.33,1.12
grR Lake Geneva Region,2020-08-30,1.23,1.33,1.13
grR Lake Geneva Region,2020-08-31,1.22,1.32,1.12
grR Lake Geneva Region,2020-09-01,1.2,1.3,1.1
grR Lake Geneva Region,2020-09-02,1.17,1.26,1.08
grR Lake Geneva Region,2020-09-03,1.13,1.22,1.04
grR Lake Geneva Region,2020-09-04,1.11,1.2,1.02
grR Lake Geneva Region,2020-09-05,1.08,1.17,1
grR Lake Geneva Region,2020-09-06,1.07,1.15,0.98
grR Lake Geneva Region,2020-09-07,1.04,1.13,0.96
grR Lake Geneva Region,2020-09-08,1.02,1.1,0.94
grR Lake Geneva Region,2020-09-09,0.98,1.06,0.9
grR Lake Geneva Region,2020-09-10,0.95,1.02,0.87
grR Lake Geneva Region,2020-09-11,0.92,0.99,0.84
grR Lake Geneva Region,2020-09-12,0.89,0.97,0.82
grR Lake Geneva Region,2020-09-13,0.87,0.95,0.8
grR Lake Geneva Region,2020-09-14,0.85,0.93,0.78
grR Lake Geneva Region,2020-09-15,0.83,0.9,0.75
grR Lake Geneva Region,2020-09-16,0.81,0.89,0.74
grR Lake Geneva Region,2020-09-17,0.81,0.89,0.74
grR Lake Geneva Region,2020-09-18,0.82,0.9,0.75
grR Lake Geneva Region,2020-09-19,0.86,0.94,0.78
grR Lake Geneva Region,2020-09-20,0.91,1,0.83
grR Lake Geneva Region,2020-09-21,0.97,1.07,0.88
grR Lake Geneva Region,2020-09-22,1.04,1.14,0.95
grR Lake Geneva Region,2020-09-23,1.12,1.22,1.02
grR Lake Geneva Region,2020-09-24,1.21,1.31,1.11
grR Lake Geneva Region,2020-09-25,1.31,1.42,1.21
grR Lake Geneva Region,2020-09-26,1.43,1.54,1.33
grR Lake Geneva Region,2020-09-27,1.54,1.66,1.44
grR Lake Geneva Region,2020-09-28,1.64,1.75,1.53
grR Lake Geneva Region,2020-09-29,1.7,1.8,1.59
grR Lake Geneva Region,2020-09-30,1.73,1.84,1.63
grR Lake Geneva Region,2020-10-01,1.76,1.86,1.67
grR Lake Geneva Region,2020-10-02,1.78,1.87,1.69
grR Lake Geneva Region,2020-10-03,1.78,1.87,1.7
grR Lake Geneva Region,2020-10-04,1.77,1.85,1.69
grR Lake Geneva Region,2020-10-05,1.75,1.82,1.67
grR Lake Geneva Region,2020-10-06,1.72,1.79,1.65
grR Lake Geneva Region,2020-10-07,1.7,1.76,1.63
grR Lake Geneva Region,2020-10-08,1.7,1.76,1.64
grR Lake Geneva Region,2020-10-09,1.72,1.77,1.66
grR Lake Geneva Region,2020-10-10,1.73,1.79,1.68
grR Lake Geneva Region,2020-10-11,1.73,1.78,1.68
grR Lake Geneva Region,2020-10-12,1.69,1.74,1.64
grR Lake Geneva Region,2020-10-13,1.63,1.68,1.59
grR Lake Geneva Region,2020-10-14,1.57,1.61,1.53
grR Lake Geneva Region,2020-10-15,1.51,1.55,1.47
grR Lake Geneva Region,2020-10-16,1.47,1.51,1.44
grR Lake Geneva Region,2020-10-17,1.44,1.47,1.41
grR Lake Geneva Region,2020-10-18,1.4,1.43,1.37
grR Lake Geneva Region,2020-10-19,1.35,1.38,1.32
grR Lake Geneva Region,2020-10-20,1.28,1.31,1.25
grR Lake Geneva Region,2020-10-21,1.23,1.25,1.2
grR Lake Geneva Region,2020-10-22,1.18,1.2,1.15
grR Lake Geneva Region,2020-10-23,1.15,1.17,1.12
grR Lake Geneva Region,2020-10-24,1.12,1.14,1.09
grR Lake Geneva Region,2020-10-25,1.08,1.11,1.06
grR Lake Geneva Region,2020-10-26,1.04,1.07,1.02
grR Lake Geneva Region,2020-10-27,1,1.02,0.98
grR Lake Geneva Region,2020-10-28,0.97,0.99,0.95
grR Lake Geneva Region,2020-10-29,0.96,0.98,0.94
grR Lake Geneva Region,2020-10-30,0.97,0.99,0.95
grR Lake Geneva Region,2020-10-31,0.98,1,0.96
grR Lake Geneva Region,2020-11-01,0.98,1,0.96
